threshold,precision,recall,f1
0.725,0.5071513706793802,0.6422641509433962,0.5667665667665668
0.73,0.5124317768344451,0.6377358490566037,0.5682582380632145
0.735,0.5192546583850932,0.630943396226415,0.5696763202725724
0.74,0.5259449071108264,0.6196226415094339,0.568953568953569
0.7449999999999999,0.532013201320132,0.6083018867924528,0.5676056338028169
0.7499999999999999,0.5380919698009609,0.5916981132075472,0.5636232925952552
0.7549999999999999,0.5466192170818506,0.579622641509434,0.5626373626373626
0.7599999999999999,0.5592841163310962,0.5660377358490566,0.5626406601650412
0.7649999999999999,0.5691946833463644,0.549433962264151,0.5591397849462365
0.7699999999999999,0.5813573180703189,0.5366037735849056,0.5580847723704867
0.7749999999999999,0.5874246339362619,0.5147169811320754,0.5486725663716814
0.7799999999999999,0.5951526032315978,0.5003773584905661,0.5436654366543665
0.7849999999999999,0.6050895381715363,0.48452830188679247,0.5381391450125733
0.7899999999999999,0.6165338645418327,0.4671698113207547,0.5315586088449978
0.7949999999999999,0.6226611226611226,0.4520754716981132,0.5238303454306953
0.7999999999999999,0.6322089227421109,0.43849056603773584,0.517825311942959
0.8049999999999999,0.641340782122905,0.4332075471698113,0.5171171171171172
0.8099999999999999,0.6459054209919262,0.4226415094339623,0.5109489051094891
0.815,0.6524822695035462,0.41660377358490563,0.5085214187010594
0.82,0.6566265060240963,0.41132075471698115,0.505800464037123
0.825,0.662962962962963,0.4052830188679245,0.5030444964871195
0.83,0.6654135338345865,0.4007547169811321,0.5002355157795573
0.835,0.670076726342711,0.39547169811320754,0.4973896535358329
0.84,0.6745406824146981,0.3879245283018868,0.492573071394346
0.845,0.6783310901749664,0.38037735849056603,0.4874274661508704
0.8499999999999999,0.6812585499316005,0.3758490566037736,0.48443579766536965
0.8549999999999999,0.6872370266479664,0.36981132075471695,0.48086359175662413
0.8599999999999999,0.6914285714285714,0.3652830188679245,0.47802469135802467
0.8649999999999999,0.6939970717423133,0.35773584905660377,0.4721115537848606
0.8699999999999999,0.7094281298299846,0.34641509433962264,0.46551724137931033
0.8749999999999999,0.7156549520766773,0.33811320754716984,0.4592516658124039
0.8799999999999999,0.725752508361204,0.32754716981132076,0.4513780551222049
0.8849999999999999,0.7389770723104057,0.31622641509433963,0.4429175475687104
0.8899999999999999,0.75,0.3011320754716981,0.4297253634894992
0.8949999999999999,0.7586206896551724,0.28226415094339624,0.41144114411441146
0.8999999999999999,0.7710583153347732,0.26943396226415095,0.39932885906040266
0.9049999999999999,0.7838479809976246,0.2490566037735849,0.37800687285223367
0.9099999999999999,0.7979274611398963,0.23245283018867924,0.36002337814143776
