seed,replication,policy,readmission_rate,absolute_reduction,intervention_count
777,26,risk_only,0.11344146159582401,0.01202460850111857,1073
777,26,network_only,0.12369500372856078,0.001771066368381799,1073
777,26,risk_network,0.11483967188665176,0.010626398210290822,1073
777,27,random,0.12043251304996272,0.0027964205816554816,1073
777,27,risk_only,0.11232289336316181,0.010906040268456388,1073
777,27,network_only,0.12183072334079045,0.0013982102908277477,1073
777,27,risk_network,0.11428038777032065,0.00894854586129755,1073
777,28,random,0.12108501118568232,0.0027964205816554816,1073
777,28,risk_only,0.11185682326621924,0.01202460850111857,1073
777,28,network_only,0.12220357941834452,0.0016778523489932862,1073
777,28,risk_network,0.11288217747949292,0.010999254287844887,1073
777,29,random,0.1180089485458613,0.0025167785234899293,1073
777,29,risk_only,0.10766219239373602,0.012863534675615212,1073
777,29,network_only,0.11828859060402684,0.002237136465324391,1073
777,29,risk_network,0.1092468307233408,0.011278896346010439,1073
9001,0,random,0.12052572706935123,0.002609992542878442,1073
9001,0,risk_only,0.11129753914988814,0.01183818046234153,1073
9001,0,network_only,0.12183072334079045,0.001304996271439221,1073
9001,0,risk_network,0.11297539149888143,0.010160328113348244,1073
9001,1,random,0.12033929903057419,0.0015846383296047734,1073
9001,1,risk_only,0.11083146905294557,0.0110924683072334,1073
9001,1,network_only,0.12005965697240865,0.0018642803877703118,1073
9001,1,risk_network,0.11167039522744221,0.010253542132736757,1073
9001,2,random,0.12136465324384788,0.0023303504847129036,1073
9001,2,risk_only,0.11073825503355705,0.012956748695003725,1073
9001,2,network_only,0.1215510812826249,0.002143922445935878,1073
9001,2,risk_network,0.11204325130499627,0.011651752423564504,1073
9001,3,random,0.11912751677852348,0.0017710663683818129,1073
9001,3,risk_only,0.10887397464578673,0.01202460850111857,1073
9001,3,network_only,0.11987322893363161,0.0010253542132736826,1073
9001,3,risk_network,0.11027218493661446,0.010626398210290836,1073
9001,4,random,0.12043251304996272,0.0028896346010439944,1073
9001,4,risk_only,0.1104586129753915,0.012863534675615212,1073
9001,4,network_only,0.12145786726323639,0.0018642803877703257,1073
9001,4,risk_network,0.11176360924683072,0.011558538404175991,1073
9001,5,random,0.1226696495152871,0.002143922445935878,1073
9001,5,risk_only,0.11232289336316181,0.012490678598061161,1073
9001,5,network_only,0.12294929157345265,0.0018642803877703257,1073
9001,5,risk_network,0.11446681580909769,0.010346756152125283,1073
9001,6,random,0.11996644295302013,0.002982848620432521,1073
9001,6,risk_only,0.11148396718866517,0.011465324384787479,1073
9001,6,network_only,0.12108501118568232,0.0018642803877703257,1073
9001,6,risk_network,0.11288217747949292,0.010067114093959731,1073
9001,7,random,0.11838180462341537,0.002609992542878442,1073
9001,7,risk_only,0.10868754660700969,0.012304250559284122,1073
9001,7,network_only,0.11950037285607755,0.0014914243102162605,1073
9001,7,risk_network,0.10999254287844892,0.010999254287844887,1073
9001,8,random,0.12192393736017897,0.003076062639821034,1073
9001,8,risk_only,0.1122296793437733,0.0127703206562267,1073
9001,8,network_only,0.12285607755406414,0.002143922445935864,1073
9001,8,risk_network,0.11381431767337807,0.011185682326621926,1073
9001,9,random,0.1232289336316182,0.0021439224459358502,1073
9001,9,risk_only,0.11260253542132737,0.012770320656226686,1073
9001,9,network_only,0.12416107382550336,0.0012117822520506943,1073
9001,9,risk_network,0.11437360178970918,0.010999254287844873,1073
9001,10,random,0.11623788217747949,0.0027964205816554816,1073
9001,10,risk_only,0.10533184190902312,0.013702460850111856,1073
9001,10,network_only,0.1174496644295302,0.0015846383296047734,1073
9001,10,risk_network,0.10719612229679344,0.01183818046234153,1073
9001,11,random,0.12350857568978374,0.0027964205816554955,1073
9001,11,risk_only,0.11306860551826994,0.013236390753169291,1073
9001,11,network_only,0.12425428784489187,0.002050708426547365,1073
9001,11,risk_network,0.11493288590604027,0.011372110365398966,1073
9001,12,random,0.11502609992542878,0.003448918717375099,1073
9001,12,risk_only,0.1058911260253542,0.012583892617449674,1073
9001,12,network_only,0.11670395227442207,0.0017710663683818129,1073
9001,12,risk_network,0.10710290827740492,0.011372110365398966,1073
9001,13,random,0.11968680089485459,0.0027032065622669688,1073
9001,13,risk_only,0.1111111111111111,0.011278896346010453,1073
9001,13,network_only,0.12117822520507084,0.001211782252050722,1073
9001,13,risk_network,0.11204325130499627,0.010346756152125283,1073
9001,14,random,0.12369500372856078,0.0024235645041014026,1073
9001,14,risk_only,0.11269574944071588,0.013422818791946303,1073
9001,14,network_only,0.12397464578672632,0.002143922445935864,1073
9001,14,risk_network,0.11316181953765847,0.012956748695003711,1073
9001,15,random,0.11987322893363161,0.0028896346010439944,1073
9001,15,risk_only,0.1092468307233408,0.013516032811334816,1073
9001,15,network_only,0.12080536912751678,0.0019574944071588246,1073
9001,15,risk_network,0.11055182699478001,0.012211036539895595,1073
9001,16,random,0.12332214765100671,0.002237136465324391,1073
9001,16,risk_only,0.11325503355704698,0.012304250559284122,1073
9001,16,network_only,0.12378821774794929,0.0017710663683818129,1073
9001,16,risk_network,0.11483967188665176,0.010719612229679348,1073
9001,17,random,0.11595824011931395,0.002143922445935864,1073
9001,17,risk_only,0.10570469798657718,0.012397464578672635,1073
9001,17,network_only,0.11651752423564504,0.0015846383296047734,1073
9001,17,risk_network,0.10719612229679344,0.010906040268456374,1073
9001,18,random,0.12220357941834452,0.0027964205816554816,1073
9001,18,risk_only,0.11176360924683072,0.013236390753169278,1073
9001,18,network_only,0.12350857568978374,0.0014914243102162605,1073
9001,18,risk_network,0.11353467561521252,0.011465324384787479,1073
9001,19,random,0.12304250559284116,0.0027032065622669688,1073
9001,19,risk_only,0.11316181953765847,0.01258389261744966,1073
9001,19,network_only,0.12378821774794929,0.0019574944071588385,1073
9001,19,risk_network,0.11381431767337807,0.011931394481730057,1073
9001,20,random,0.1232289336316182,0.0014914243102162467,1073
9001,20,risk_only,0.11148396718866517,0.013236390753169278,1073
9001,20,network_only,0.12332214765100671,0.0013982102908277338,1073
9001,20,risk_network,0.1145600298284862,0.010160328113348244,1073
9001,21,random,0.12537285607755405,0.0024235645041014164,1073
9001,21,risk_only,0.11418717375093214,0.013609246830723329,1073
9001,21,network_only,0.12611856823266218,0.0016778523489932862,1073
9001,21,risk_network,0.11661073825503356,0.011185682326621912,1073
9001,22,random,0.12192393736017897,0.0023303504847129036,1073
9001,22,risk_only,0.11092468307233408,0.01332960477255779,1073
9001,22,network_only,0.12173750932140194,0.0025167785234899293,1073
9001,22,risk_network,0.11297539149888143,0.011278896346010439,1073
9001,23,random,0.12033929903057419,0.0019574944071588385,1073
9001,23,risk_only,0.11073825503355705,0.011558538404175978,1073
9001,23,network_only,0.12108501118568232,0.0012117822520507082,1073
9001,23,risk_network,0.11167039522744221,0.010626398210290822,1073
9001,24,random,0.12276286353467561,0.0023303504847129175,1073
9001,24,risk_only,0.11241610738255034,0.012677106636838187,1073
9001,24,network_only,0.12397464578672632,0.0011185682326622093,1073
9001,24,risk_network,0.11362788963460105,0.011465324384787479,1073
9001,25,random,0.12416107382550336,0.002143922445935878,1073
9001,25,risk_only,0.11493288590604027,0.011372110365398966,1073
9001,25,network_only,0.12462714392244593,0.0016778523489933,1073
9001,25,risk_network,0.1167971662938106,0.00950782997762864,1073
9001,26,random,0.122110365398956,0.0023303504847129036,1073
9001,26,risk_only,0.1111111111111111,0.013329604772557804,1073
9001,26,network_only,0.12276286353467561,0.0016778523489933,1073
9001,26,risk_network,0.11353467561521252,0.010906040268456388,1073
9001,27,random,0.12276286353467561,0.0023303504847129175,1073
9001,27,risk_only,0.11120432513049963,0.013888888888888895,1073
9001,27,network_only,0.12313571961222967,0.0019574944071588524,1073
9001,27,risk_network,0.11344146159582401,0.011651752423564518,1073
9001,28,random,0.12313571961222967,0.0020507084265473513,1073
9001,28,risk_only,0.11325503355704698,0.011931394481730043,1073
9001,28,network_only,0.1232289336316182,0.0019574944071588246,1073
9001,28,risk_network,0.11418717375093214,0.010999254287844887,1073
9001,29,random,0.12108501118568232,0.002982848620432521,1073
9001,29,risk_only,0.11260253542132737,0.011465324384787479,1073
9001,29,network_only,0.12248322147651007,0.0015846383296047734,1073
9001,29,risk_network,0.11400074571215511,0.010067114093959731,1073
