seed,replication,policy,readmission_rate,absolute_reduction,intervention_count
777,22,risk_network,0.11092468307233408,0.011092468307233413,1073
777,23,random,0.12201715137956749,0.0028896346010439944,1073
777,23,risk_only,0.1127889634601044,0.012117822520507082,1073
777,23,network_only,0.1232289336316182,0.0016778523489932862,1073
777,23,risk_network,0.1145600298284862,0.010346756152125283,1073
777,24,random,0.11931394481730052,0.001771066368381799,1073
777,24,risk_only,0.11017897091722595,0.010906040268456374,1073
777,24,network_only,0.11996644295302013,0.0011185682326621954,1073
777,24,risk_network,0.11120432513049963,0.009880686055182691,1073
777,25,random,0.12285607755406414,0.0015846383296047734,1073
777,25,risk_only,0.11055182699478001,0.013888888888888895,1073
777,25,network_only,0.12294929157345265,0.0014914243102162605,1073
777,25,risk_network,0.11344146159582401,0.0109992542878449,1073
777,26,random,0.12257643549589858,0.0028896346010439944,1073
