policy,replication,n_patients,intervention_count,readmissions,readmission_rate,mean_transition_probability,no_intervention_readmissions,no_intervention_rate,prevented_vs_no_intervention,absolute_reduction,relative_reduction,intervention_efficiency
risk_based,47,10728,1073,1178,0.10980611483967188,0.11077668193383391,1309,0.12201715137956749,131,0.012211036539895609,0.10007639419404132,0.12208760484622554
network_informed,47,10728,1073,1195,0.11139075316927666,0.11241783754658474,1309,0.12201715137956749,114,0.010626398210290836,0.08708938120702833,0.10624417520969245
no_intervention,48,10728,0,1338,0.12472035794183445,0.12342287122431879,1338,0.12472035794183445,0,0.0,0.0,
random,48,10728,1073,1316,0.1226696495152871,0.1208952522853736,1338,0.12472035794183445,22,0.0020507084265473513,0.016442451420029886,0.02050326188257223
risk_based,48,10728,1073,1210,0.1127889634601044,0.11077668193383391,1338,0.12472035794183445,128,0.011931394481730043,0.09566517189835569,0.11929170549860205
network_informed,48,10728,1073,1220,0.11372110365398956,0.11241783754658474,1338,0.12472035794183445,118,0.010999254287844887,0.08819133034379667,0.10997204100652376
no_intervention,49,10728,0,1389,0.12947427293064878,0.12342287122431879,1389,0.12947427293064878,0,0.0,0.0,
random,49,10728,1073,1367,0.12742356450410142,0.12110013908975029,1389,0.12947427293064878,22,0.002050708426547365,0.015838732901367985,0.02050326188257223
risk_based,49,10728,1073,1256,0.11707680835197613,0.11077668193383391,1389,0.12947427293064878,133,0.012397464578672648,0.09575233981281508,0.1239515377446412
network_informed,49,10728,1073,1284,0.11968680089485459,0.11241783754658474,1389,0.12947427293064878,105,0.009787472035794192,0.07559395248380135,0.097856477166822
no_intervention,50,10728,0,1395,0.13003355704697986,0.12342287122431879,1395,0.13003355704697986,0,0.0,0.0,
random,50,10728,1073,1368,0.12751677852348994,0.12084286909252384,1395,0.13003355704697986,27,0.0025167785234899154,0.019354838709677285,0.02516309412861137
risk_based,50,10728,1073,1259,0.11735645041014169,0.11077668193383391,1395,0.13003355704697986,136,0.012677106636838173,0.09749103942652325,0.1267474370922647
network_informed,50,10728,1073,1275,0.11884787472035795,0.11241783754658474,1395,0.13003355704697986,120,0.011185682326621912,0.086021505376344,0.11183597390493942
no_intervention,51,10728,0,1344,0.12527964205816555,0.12342287122431879,1344,0.12527964205816555,0,0.0,0.0,
random,51,10728,1073,1308,0.12192393736017897,0.12106216675263548,1344,0.12527964205816555,36,0.003355704697986586,0.026785714285714357,0.033550792171481825
risk_based,51,10728,1073,1196,0.11148396718866517,0.11077668193383391,1344,0.12527964205816555,148,0.013795674869500382,0.11011904761904769,0.13793103448275862
network_informed,51,10728,1073,1204,0.1122296793437733,0.11241783754658474,1344,0.12527964205816555,140,0.013049962714392252,0.10416666666666673,0.13047530288909598
no_intervention,52,10728,0,1345,0.12537285607755405,0.12342287122431879,1345,0.12537285607755405,0,0.0,0.0,
random,52,10728,1073,1319,0.12294929157345265,0.12088871478205335,1345,0.12537285607755405,26,0.0024235645041014026,0.019330855018587247,0.024231127679403542
risk_based,52,10728,1073,1204,0.1122296793437733,0.11077668193383391,1345,0.12537285607755405,141,0.013143176733780751,0.10483271375464677,0.13140726933830382
network_informed,52,10728,1073,1226,0.11428038777032065,0.11241783754658474,1345,0.12537285607755405,119,0.0110924683072334,0.08847583643122671,0.11090400745573159
no_intervention,53,10728,0,1290,0.12024608501118568,0.12342287122431879,1290,0.12024608501118568,0,0.0,0.0,
random,53,10728,1073,1266,0.1180089485458613,0.1210532217393167,1290,0.12024608501118568,24,0.002237136465324377,0.01860465116279063,0.022367194780987885
risk_based,53,10728,1073,1166,0.10868754660700969,0.11077668193383391,1290,0.12024608501118568,124,0.011558538404175991,0.09612403100775196,0.11556383970177074
network_informed,53,10728,1073,1173,0.1093400447427293,0.11241783754658474,1290,0.12024608501118568,117,0.010906040268456374,0.09069767441860464,0.10904007455731593
no_intervention,54,10728,0,1345,0.12537285607755405,0.12342287122431879,1345,0.12537285607755405,0,0.0,0.0,
random,54,10728,1073,1320,0.12304250559284116,0.12091674482634435,1345,0.12537285607755405,25,0.0023303504847128897,0.018587360594795453,0.023299161230195712
risk_based,54,10728,1073,1208,0.11260253542132737,0.11077668193383391,1345,0.12537285607755405,137,0.012770320656226686,0.10185873605947948,0.1276794035414725
network_informed,54,10728,1073,1223,0.11400074571215511,0.11241783754658474,1345,0.12537285607755405,122,0.011372110365398938,0.0907063197026021,0.11369990680335508
no_intervention,55,10728,0,1309,0.12201715137956749,0.12342287122431879,1309,0.12201715137956749,0,0.0,0.0,
random,55,10728,1073,1277,0.11903430275913497,0.12092542326625952,1309,0.12201715137956749,32,0.002982848620432521,0.024446142093200982,0.02982292637465051
risk_based,55,10728,1073,1190,0.11092468307233408,0.11077668193383391,1309,0.12201715137956749,119,0.011092468307233413,0.09090909090909095,0.11090400745573159
network_informed,55,10728,1073,1199,0.11176360924683072,0.11241783754658474,1309,0.12201715137956749,110,0.01025354213273677,0.0840336134453782,0.10251630941286113
no_intervention,56,10728,0,1323,0.12332214765100671,0.12342287122431879,1323,0.12332214765100671,0,0.0,0.0,
random,56,10728,1073,1295,0.12071215510812826,0.12101109670981651,1323,0.12332214765100671,28,0.002609992542878456,0.021164021164021222,0.0260950605778192
risk_based,56,10728,1073,1174,0.10943325876211782,0.11077668193383391,1323,0.12332214765100671,149,0.013888888888888895,0.11262282690854124,0.13886300093196646
network_informed,56,10728,1073,1209,0.11269574944071588,0.11241783754658474,1323,0.12332214765100671,114,0.010626398210290836,0.0861678004535148,0.10624417520969245
no_intervention,57,10728,0,1332,0.12416107382550336,0.12342287122431879,1332,0.12416107382550336,0,0.0,0.0,
random,57,10728,1073,1305,0.12164429530201343,0.12094031807295401,1332,0.12416107382550336,27,0.0025167785234899293,0.02027027027027024,0.02516309412861137
risk_based,57,10728,1073,1198,0.11167039522744221,0.11077668193383391,1332,0.12416107382550336,134,0.012490678598061147,0.1006006006006006,0.12488350419384903
network_informed,57,10728,1073,1210,0.1127889634601044,0.11241783754658474,1332,0.12416107382550336,122,0.011372110365398952,0.09159159159159155,0.11369990680335508
no_intervention,58,10728,0,1317,0.12276286353467561,0.12342287122431879,1317,0.12276286353467561,0,0.0,0.0,
random,58,10728,1073,1294,0.12061894108873975,0.12097426856199926,1317,0.12276286353467561,23,0.002143922445935864,0.017463933181473008,0.021435228331780055
risk_based,58,10728,1073,1183,0.11027218493661446,0.11077668193383391,1317,0.12276286353467561,134,0.012490678598061147,0.1017463933181473,0.12488350419384903
network_informed,58,10728,1073,1196,0.11148396718866517,0.11241783754658474,1317,0.12276286353467561,121,0.011278896346010439,0.09187547456340167,0.11276794035414725
no_intervention,59,10728,0,1333,0.12425428784489187,0.12342287122431879,1333,0.12425428784489187,0,0.0,0.0,
random,59,10728,1073,1301,0.12127143922445936,0.12092984955857082,1333,0.12425428784489187,32,0.002982848620432507,0.024006001500375046,0.02982292637465051
risk_based,59,10728,1073,1204,0.1122296793437733,0.11077668193383391,1333,0.12425428784489187,129,0.01202460850111857,0.09677419354838711,0.12022367194780988
network_informed,59,10728,1073,1227,0.11437360178970918,0.11241783754658474,1333,0.12425428784489187,106,0.009880686055182691,0.07951987996999244,0.09878844361602983
no_intervention,60,10728,0,1300,0.12117822520507084,0.12342287122431879,1300,0.12117822520507084,0,0.0,0.0,
random,60,10728,1073,1276,0.11894108873974646,0.12088676334867036,1300,0.12117822520507084,24,0.002237136465324377,0.018461538461538397,0.022367194780987885
risk_based,60,10728,1073,1180,0.10999254287844892,0.11077668193383391,1300,0.12117822520507084,120,0.011185682326621912,0.09230769230769222,0.11183597390493942
network_informed,60,10728,1073,1192,0.1111111111111111,0.11241783754658474,1300,0.12117822520507084,108,0.010067114093959731,0.08307692307692308,0.10065237651444547
no_intervention,61,10728,0,1300,0.12117822520507084,0.12342287122431879,1300,0.12117822520507084,0,0.0,0.0,
random,61,10728,1073,1278,0.11912751677852348,0.120925265404428,1300,0.12117822520507084,22,0.0020507084265473513,0.016923076923076912,0.02050326188257223
risk_based,61,10728,1073,1155,0.10766219239373602,0.11077668193383391,1300,0.12117822520507084,145,0.013516032811334816,0.11153846153846148,0.13513513513513514
network_informed,61,10728,1073,1172,0.1092468307233408,0.11241783754658474,1300,0.12117822520507084,128,0.011931394481730043,0.09846153846153839,0.11929170549860205
no_intervention,62,10728,0,1324,0.12341536167039523,0.12342287122431879,1324,0.12341536167039523,0,0.0,0.0,
random,62,10728,1073,1295,0.12071215510812826,0.12090442849780485,1324,0.12341536167039523,29,0.0027032065622669688,0.021903323262839912,0.02702702702702703
risk_based,62,10728,1073,1202,0.11204325130499627,0.11077668193383391,1324,0.12341536167039523,122,0.011372110365398952,0.09214501510574015,0.11369990680335508
network_informed,62,10728,1073,1223,0.11400074571215511,0.11241783754658474,1324,0.12341536167039523,101,0.009414615958240113,0.0762839879154078,0.09412861136999068
no_intervention,63,10728,0,1326,0.12360178970917227,0.12342287122431879,1326,0.12360178970917227,0,0.0,0.0,
random,63,10728,1073,1294,0.12061894108873975,0.12091698799402555,1326,0.12360178970917227,32,0.002982848620432521,0.02413273001508302,0.02982292637465051
risk_based,63,10728,1073,1199,0.11176360924683072,0.11077668193383391,1326,0.12360178970917227,127,0.011838180462341544,0.09577677224736054,0.11835973904939422
network_informed,63,10728,1073,1215,0.11325503355704698,0.11241783754658474,1326,0.12360178970917227,111,0.010346756152125283,0.08371040723981903,0.10344827586206896
no_intervention,64,10728,0,1328,0.12378821774794929,0.12342287122431879,1328,0.12378821774794929,0,0.0,0.0,
random,64,10728,1073,1306,0.12173750932140194,0.12099666771865171,1328,0.12378821774794929,22,0.0020507084265473513,0.01656626506024095,0.02050326188257223
risk_based,64,10728,1073,1182,0.11017897091722595,0.11077668193383391,1328,0.12378821774794929,146,0.013609246830723343,0.1099397590361446,0.13606710158434296
network_informed,64,10728,1073,1208,0.11260253542132737,0.11241783754658474,1328,0.12378821774794929,120,0.011185682326621926,0.09036144578313254,0.11183597390493942
no_intervention,65,10728,0,1320,0.12304250559284116,0.12342287122431879,1320,0.12304250559284116,0,0.0,0.0,
random,65,10728,1073,1296,0.12080536912751678,0.12092612124386319,1320,0.12304250559284116,24,0.002237136465324377,0.01818181818181812,0.022367194780987885
risk_based,65,10728,1073,1185,0.1104586129753915,0.11077668193383391,1320,0.12304250559284116,135,0.01258389261744966,0.10227272727272724,0.12581547064305684
network_informed,65,10728,1073,1200,0.11185682326621924,0.11241783754658474,1320,0.12304250559284116,120,0.011185682326621926,0.09090909090909093,0.11183597390493942
no_intervention,66,10728,0,1309,0.12201715137956749,0.12342287122431879,1309,0.12201715137956749,0,0.0,0.0,
random,66,10728,1073,1288,0.12005965697240865,0.12096531940976349,1309,0.12201715137956749,21,0.0019574944071588385,0.016042780748663117,0.0195712954333644
risk_based,66,10728,1073,1159,0.10803504847129008,0.11077668193383391,1309,0.12201715137956749,150,0.013982102908277408,0.11459129106187932,0.13979496738117428
network_informed,66,10728,1073,1188,0.11073825503355705,0.11241783754658474,1309,0.12201715137956749,121,0.011278896346010439,0.09243697478991596,0.11276794035414725
no_intervention,67,10728,0,1312,0.12229679343773303,0.12342287122431879,1312,0.12229679343773303,0,0.0,0.0,
random,67,10728,1073,1288,0.12005965697240865,0.12096219259224662,1312,0.12229679343773303,24,0.002237136465324377,0.018292682926829205,0.022367194780987885
risk_based,67,10728,1073,1169,0.10896718866517524,0.11077668193383391,1312,0.12229679343773303,143,0.01332960477255779,0.10899390243902438,0.13327120223671948
network_informed,67,10728,1073,1179,0.1098993288590604,0.11241783754658474,1312,0.12229679343773303,133,0.012397464578672635,0.10137195121951222,0.1239515377446412
no_intervention,68,10728,0,1341,0.125,0.12342287122431879,1341,0.125,0,0.0,0.0,
random,68,10728,1073,1311,0.12220357941834452,0.12093307409255606,1341,0.125,30,0.0027964205816554816,0.022371364653243853,0.027958993476234855
risk_based,68,10728,1073,1210,0.1127889634601044,0.11077668193383391,1341,0.125,131,0.012211036539895595,0.09768829231916476,0.12208760484622554
network_informed,68,10728,1073,1223,0.11400074571215511,0.11241783754658474,1341,0.125,118,0.010999254287844887,0.0879940343027591,0.10997204100652376
no_intervention,69,10728,0,1333,0.12425428784489187,0.12342287122431879,1333,0.12425428784489187,0,0.0,0.0,
random,69,10728,1073,1295,0.12071215510812826,0.12084615239840667,1333,0.12425428784489187,38,0.003542132736763612,0.028507126781695445,0.035414725069897485
risk_based,69,10728,1073,1186,0.11055182699478001,0.11077668193383391,1333,0.12425428784489187,147,0.013702460850111856,0.11027756939234808,0.1369990680335508
network_informed,69,10728,1073,1215,0.11325503355704698,0.11241783754658474,1333,0.12425428784489187,118,0.010999254287844887,0.08852213053263312,0.10997204100652376
no_intervention,70,10728,0,1334,0.12434750186428038,0.12342287122431879,1334,0.12434750186428038,0,0.0,0.0,
random,70,10728,1073,1304,0.1215510812826249,0.12111112205994419,1334,0.12434750186428038,30,0.0027964205816554816,0.02248875562218891,0.027958993476234855
risk_based,70,10728,1073,1210,0.1127889634601044,0.11077668193383391,1334,0.12434750186428038,124,0.011558538404175978,0.09295352323838073,0.11556383970177074
network_informed,70,10728,1073,1217,0.11344146159582401,0.11241783754658474,1334,0.12434750186428038,117,0.010906040268456374,0.08770614692653672,0.10904007455731593
no_intervention,71,10728,0,1344,0.12527964205816555,0.12342287122431879,1344,0.12527964205816555,0,0.0,0.0,
random,71,10728,1073,1317,0.12276286353467561,0.12103687337888971,1344,0.12527964205816555,27,0.002516778523489943,0.020089285714285796,0.02516309412861137
risk_based,71,10728,1073,1206,0.11241610738255034,0.11077668193383391,1344,0.12527964205816555,138,0.012863534675615212,0.10267857142857142,0.12861136999068035
network_informed,71,10728,1073,1227,0.11437360178970918,0.11241783754658474,1344,0.12527964205816555,117,0.010906040268456374,0.08705357142857141,0.10904007455731593
no_intervention,72,10728,0,1309,0.12201715137956749,0.12342287122431879,1309,0.12201715137956749,0,0.0,0.0,
random,72,10728,1073,1285,0.1197800149142431,0.12105643924290051,1309,0.12201715137956749,24,0.002237136465324391,0.018334606569900738,0.022367194780987885
risk_based,72,10728,1073,1164,0.10850111856823266,0.11077668193383391,1309,0.12201715137956749,145,0.01351603281133483,0.11077158135981668,0.13513513513513514
network_informed,72,10728,1073,1174,0.10943325876211782,0.11241783754658474,1309,0.12201715137956749,135,0.012583892617449674,0.10313216195569144,0.12581547064305684
no_intervention,73,10728,0,1343,0.12518642803877703,0.12342287122431879,1343,0.12518642803877703,0,0.0,0.0,
random,73,10728,1073,1314,0.12248322147651007,0.12090356115151145,1343,0.12518642803877703,29,0.002703206562266955,0.021593447505584434,0.02702702702702703
risk_based,73,10728,1073,1209,0.11269574944071588,0.11077668193383391,1343,0.12518642803877703,134,0.012490678598061147,0.09977661950856291,0.12488350419384903
network_informed,73,10728,1073,1231,0.11474645786726323,0.11241783754658474,1343,0.12518642803877703,112,0.010439970171513796,0.08339538346984364,0.1043802423112768
no_intervention,74,10728,0,1293,0.12052572706935123,0.12342287122431879,1293,0.12052572706935123,0,0.0,0.0,
random,74,10728,1073,1270,0.11838180462341537,0.12113882893182495,1293,0.12052572706935123,23,0.002143922445935864,0.017788089713843734,0.021435228331780055
risk_based,74,10728,1073,1156,0.10775540641312453,0.11077668193383391,1293,0.12052572706935123,137,0.0127703206562267,0.10595514307811293,0.1276794035414725
network_informed,74,10728,1073,1176,0.10961968680089486,0.11241783754658474,1293,0.12052572706935123,117,0.010906040268456374,0.09048723897911831,0.10904007455731593
no_intervention,75,10728,0,1303,0.12145786726323639,0.12342287122431879,1303,0.12145786726323639,0,0.0,0.0,
random,75,10728,1073,1278,0.11912751677852348,0.1211528757472907,1303,0.12145786726323639,25,0.0023303504847129036,0.019186492709132794,0.023299161230195712
risk_based,75,10728,1073,1165,0.10859433258762118,0.11077668193383391,1303,0.12145786726323639,138,0.012863534675615212,0.1059094397544129,0.12861136999068035
network_informed,75,10728,1073,1196,0.11148396718866517,0.11241783754658474,1303,0.12145786726323639,107,0.009973900074571218,0.08211818879508828,0.09972041006523766
no_intervention,76,10728,0,1281,0.11940715883668904,0.12342287122431879,1281,0.11940715883668904,0,0.0,0.0,
random,76,10728,1073,1263,0.11772930648769575,0.12102983404458852,1281,0.11940715883668904,18,0.0016778523489932862,0.014051522248243539,0.016775396085740912
risk_based,76,10728,1073,1151,0.10728933631618195,0.11077668193383391,1281,0.11940715883668904,130,0.012117822520507082,0.10148321623731459,0.1211556383970177
network_informed,76,10728,1073,1166,0.10868754660700969,0.11241783754658474,1281,0.11940715883668904,115,0.010719612229679348,0.08977361436377834,0.10717614165890028
no_intervention,77,10728,0,1335,0.12444071588366891,0.12342287122431879,1335,0.12444071588366891,0,0.0,0.0,
random,77,10728,1073,1301,0.12127143922445936,0.12105790487587781,1335,0.12444071588366891,34,0.0031692766592095467,0.025468164794007504,0.03168685927306617
risk_based,77,10728,1073,1213,0.11306860551826994,0.11077668193383391,1335,0.12444071588366891,122,0.011372110365398966,0.09138576779026225,0.11369990680335508
network_informed,77,10728,1073,1229,0.1145600298284862,0.11241783754658474,1335,0.12444071588366891,106,0.009880686055182705,0.07940074906367045,0.09878844361602983
no_intervention,78,10728,0,1338,0.12472035794183445,0.12342287122431879,1338,0.12472035794183445,0,0.0,0.0,
random,78,10728,1073,1312,0.12229679343773303,0.12095085386373178,1338,0.12472035794183445,26,0.0024235645041014164,0.01943198804185351,0.024231127679403542
risk_based,78,10728,1073,1195,0.11139075316927666,0.11077668193383391,1338,0.12472035794183445,143,0.01332960477255779,0.1068759342301943,0.13327120223671948
network_informed,78,10728,1073,1214,0.11316181953765847,0.11241783754658474,1338,0.12472035794183445,124,0.011558538404175978,0.09267563527653205,0.11556383970177074
no_intervention,79,10728,0,1326,0.12360178970917227,0.12342287122431879,1326,0.12360178970917227,0,0.0,0.0,
random,79,10728,1073,1296,0.12080536912751678,0.12106916573041065,1326,0.12360178970917227,30,0.0027964205816554816,0.022624434389140274,0.027958993476234855
risk_based,79,10728,1073,1196,0.11148396718866517,0.11077668193383391,1326,0.12360178970917227,130,0.012117822520507096,0.0980392156862746,0.1211556383970177
network_informed,79,10728,1073,1213,0.11306860551826994,0.11241783754658474,1326,0.12360178970917227,113,0.010533184190902323,0.08521870286576178,0.10531220876048462
no_intervention,80,10728,0,1287,0.11996644295302013,0.12342287122431879,1287,0.11996644295302013,0,0.0,0.0,
random,80,10728,1073,1264,0.11782252050708426,0.12096887114296088,1287,0.11996644295302013,23,0.002143922445935864,0.017871017871017834,0.021435228331780055
risk_based,80,10728,1073,1158,0.10794183445190157,0.11077668193383391,1287,0.11996644295302013,129,0.012024608501118556,0.10023310023310013,0.12022367194780988
network_informed,80,10728,1073,1168,0.10887397464578673,0.11241783754658474,1287,0.11996644295302013,119,0.0110924683072334,0.0924630924630924,0.11090400745573159
no_intervention,81,10728,0,1323,0.12332214765100671,0.12342287122431879,1323,0.12332214765100671,0,0.0,0.0,
random,81,10728,1073,1291,0.12033929903057419,0.12088316893310942,1323,0.12332214765100671,32,0.002982848620432521,0.024187452758881393,0.02982292637465051
risk_based,81,10728,1073,1191,0.11101789709172259,0.11077668193383391,1323,0.12332214765100671,132,0.012304250559284122,0.09977324263038553,0.12301957129543337
network_informed,81,10728,1073,1205,0.11232289336316181,0.11241783754658474,1323,0.12332214765100671,118,0.0109992542878449,0.08919123204837498,0.10997204100652376
no_intervention,82,10728,0,1410,0.13143176733780762,0.12342287122431879,1410,0.13143176733780762,0,0.0,0.0,
random,82,10728,1073,1388,0.12938105891126025,0.12118749145179662,1410,0.13143176733780762,22,0.002050708426547365,0.015602836879432718,0.02050326188257223
risk_based,82,10728,1073,1260,0.1174496644295302,0.11077668193383391,1410,0.13143176733780762,150,0.013982102908277422,0.10638297872340437,0.13979496738117428
network_informed,82,10728,1073,1283,0.11959358687546608,0.11241783754658474,1410,0.13143176733780762,127,0.011838180462341544,0.09007092198581565,0.11835973904939422
no_intervention,83,10728,0,1337,0.12462714392244593,0.12342287122431879,1337,0.12462714392244593,0,0.0,0.0,
random,83,10728,1073,1317,0.12276286353467561,0.1210854032345988,1337,0.12462714392244593,20,0.0018642803877703257,0.014958863126402433,0.01863932898415657
risk_based,83,10728,1073,1191,0.11101789709172259,0.11077668193383391,1337,0.12462714392244593,146,0.013609246830723343,0.10919970082273749,0.13606710158434296
network_informed,83,10728,1073,1220,0.11372110365398956,0.11241783754658474,1337,0.12462714392244593,117,0.010906040268456374,0.08750934928945399,0.10904007455731593
no_intervention,84,10728,0,1374,0.12807606263982102,0.12342287122431879,1374,0.12807606263982102,0,0.0,0.0,
random,84,10728,1073,1344,0.12527964205816555,0.12103104973460864,1374,0.12807606263982102,30,0.0027964205816554677,0.021834061135371077,0.027958993476234855
risk_based,84,10728,1073,1249,0.11642431021625653,0.11077668193383391,1374,0.12807606263982102,125,0.01165175242356449,0.09097525473071315,0.11649580615097857
network_informed,84,10728,1073,1260,0.1174496644295302,0.11241783754658474,1374,0.12807606263982102,114,0.010626398210290822,0.08296943231441044,0.10624417520969245
no_intervention,85,10728,0,1283,0.11959358687546608,0.12342287122431879,1283,0.11959358687546608,0,0.0,0.0,
random,85,10728,1073,1256,0.11707680835197613,0.12089556024113376,1283,0.11959358687546608,27,0.002516778523489943,0.02104442712392838,0.02516309412861137
risk_based,85,10728,1073,1145,0.10673005219985086,0.11077668193383391,1283,0.11959358687546608,138,0.012863534675615212,0.10756040530007793,0.12861136999068035
network_informed,85,10728,1073,1176,0.10961968680089486,0.11241783754658474,1283,0.11959358687546608,107,0.009973900074571218,0.08339828526890103,0.09972041006523766
no_intervention,86,10728,0,1376,0.12826249067859807,0.12342287122431879,1376,0.12826249067859807,0,0.0,0.0,
random,86,10728,1073,1355,0.12630499627143923,0.12092472336646122,1376,0.12826249067859807,21,0.0019574944071588385,0.015261627906976757,0.0195712954333644
risk_based,86,10728,1073,1228,0.11446681580909769,0.11077668193383391,1376,0.12826249067859807,148,0.013795674869500382,0.10755813953488379,0.13793103448275862
network_informed,86,10728,1073,1238,0.11539895600298285,0.11241783754658474,1376,0.12826249067859807,138,0.012863534675615226,0.1002906976744187,0.12861136999068035
no_intervention,87,10728,0,1342,0.12509321401938853,0.12342287122431879,1342,0.12509321401938853,0,0.0,0.0,
random,87,10728,1073,1321,0.12313571961222967,0.12095821129519348,1342,0.12509321401938853,21,0.0019574944071588524,0.01564828614008954,0.0195712954333644
risk_based,87,10728,1073,1207,0.11250932140193885,0.11077668193383391,1342,0.12509321401938853,135,0.012583892617449674,0.10059612518628919,0.12581547064305684
network_informed,87,10728,1073,1233,0.11493288590604027,0.11241783754658474,1342,0.12509321401938853,109,0.010160328113348258,0.08122205663189278,0.1015843429636533
no_intervention,88,10728,0,1305,0.12164429530201343,0.12342287122431879,1305,0.12164429530201343,0,0.0,0.0,
random,88,10728,1073,1276,0.11894108873974646,0.12093658282105843,1305,0.12164429530201343,29,0.0027032065622669688,0.022222222222222254,0.02702702702702703
risk_based,88,10728,1073,1158,0.10794183445190157,0.11077668193383391,1305,0.12164429530201343,147,0.013702460850111856,0.11264367816091952,0.1369990680335508
network_informed,88,10728,1073,1191,0.11101789709172259,0.11241783754658474,1305,0.12164429530201343,114,0.010626398210290836,0.08735632183908051,0.10624417520969245
no_intervention,89,10728,0,1390,0.12956748695003728,0.12342287122431879,1390,0.12956748695003728,0,0.0,0.0,
random,89,10728,1073,1365,0.1272371364653244,0.12070094284727138,1390,0.12956748695003728,25,0.0023303504847128897,0.017985611510791283,0.023299161230195712
risk_based,89,10728,1073,1236,0.11521252796420582,0.11077668193383391,1390,0.12956748695003728,154,0.014354958985831459,0.11079136690647474,0.1435228331780056
network_informed,89,10728,1073,1264,0.11782252050708426,0.11241783754658474,1390,0.12956748695003728,126,0.011744966442953017,0.09064748201438846,0.11742777260018639
no_intervention,90,10728,0,1325,0.12350857568978374,0.12342287122431879,1325,0.12350857568978374,0,0.0,0.0,
random,90,10728,1073,1305,0.12164429530201343,0.12117389111842322,1325,0.12350857568978374,20,0.0018642803877703118,0.015094339622641438,0.01863932898415657
risk_based,90,10728,1073,1196,0.11148396718866517,0.11077668193383391,1325,0.12350857568978374,129,0.01202460850111857,0.09735849056603775,0.12022367194780988
network_informed,90,10728,1073,1211,0.11288217747949292,0.11241783754658474,1325,0.12350857568978374,114,0.010626398210290822,0.08603773584905655,0.10624417520969245
no_intervention,91,10728,0,1327,0.12369500372856078,0.12342287122431879,1327,0.12369500372856078,0,0.0,0.0,
random,91,10728,1073,1303,0.12145786726323639,0.12091165600595154,1327,0.12369500372856078,24,0.002237136465324391,0.018085908063300727,0.022367194780987885
risk_based,91,10728,1073,1193,0.11120432513049963,0.11077668193383391,1327,0.12369500372856078,134,0.012490678598061147,0.10097965335342877,0.12488350419384903
network_informed,91,10728,1073,1211,0.11288217747949292,0.11241783754658474,1327,0.12369500372856078,116,0.010812826249067861,0.08741522230595329,0.10810810810810811
no_intervention,92,10728,0,1322,0.1232289336316182,0.12342287122431879,1322,0.1232289336316182,0,0.0,0.0,
random,92,10728,1073,1302,0.12136465324384788,0.12107530097263244,1322,0.1232289336316182,20,0.0018642803877703257,0.015128593040847241,0.01863932898415657
risk_based,92,10728,1073,1185,0.1104586129753915,0.11077668193383391,1322,0.1232289336316182,137,0.0127703206562267,0.10363086232980336,0.1276794035414725
network_informed,92,10728,1073,1197,0.1115771812080537,0.11241783754658474,1322,0.1232289336316182,125,0.011651752423564504,0.094553706505295,0.11649580615097857
no_intervention,93,10728,0,1293,0.12052572706935123,0.12342287122431879,1293,0.12052572706935123,0,0.0,0.0,
random,93,10728,1073,1268,0.11819537658463833,0.12108340027145258,1293,0.12052572706935123,25,0.0023303504847129036,0.019334880123743257,0.023299161230195712
risk_based,93,10728,1073,1159,0.10803504847129008,0.11077668193383391,1293,0.12052572706935123,134,0.012490678598061147,0.10363495746326372,0.12488350419384903
network_informed,93,10728,1073,1176,0.10961968680089486,0.11241783754658474,1293,0.12052572706935123,117,0.010906040268456374,0.09048723897911831,0.10904007455731593
no_intervention,94,10728,0,1317,0.12276286353467561,0.12342287122431879,1317,0.12276286353467561,0,0.0,0.0,
random,94,10728,1073,1296,0.12080536912751678,0.12111617508545619,1317,0.12276286353467561,21,0.0019574944071588246,0.015945330296127463,0.0195712954333644
risk_based,94,10728,1073,1180,0.10999254287844892,0.11077668193383391,1317,0.12276286353467561,137,0.012770320656226686,0.10402429764616544,0.1276794035414725
network_informed,94,10728,1073,1196,0.11148396718866517,0.11241783754658474,1317,0.12276286353467561,121,0.011278896346010439,0.09187547456340167,0.11276794035414725
no_intervention,95,10728,0,1323,0.12332214765100671,0.12342287122431879,1323,0.12332214765100671,0,0.0,0.0,
random,95,10728,1073,1301,0.12127143922445936,0.12092933271097112,1323,0.12332214765100671,22,0.0020507084265473513,0.016628873771730904,0.02050326188257223
risk_based,95,10728,1073,1176,0.10961968680089486,0.11077668193383391,1323,0.12332214765100671,147,0.013702460850111856,0.1111111111111111,0.1369990680335508
network_informed,95,10728,1073,1200,0.11185682326621924,0.11241783754658474,1323,0.12332214765100671,123,0.011465324384787479,0.09297052154195017,0.11463187325256291
no_intervention,96,10728,0,1321,0.12313571961222967,0.12342287122431879,1321,0.12313571961222967,0,0.0,0.0,
random,96,10728,1073,1291,0.12033929903057419,0.12102366687410025,1321,0.12313571961222967,30,0.0027964205816554816,0.022710068130204396,0.027958993476234855
risk_based,96,10728,1073,1179,0.1098993288590604,0.11077668193383391,1321,0.12313571961222967,142,0.013236390753169278,0.10749432248296746,0.13233923578751164
network_informed,96,10728,1073,1195,0.11139075316927666,0.11241783754658474,1321,0.12313571961222967,126,0.011744966442953017,0.09538228614685842,0.11742777260018639
no_intervention,97,10728,0,1326,0.12360178970917227,0.12342287122431879,1326,0.12360178970917227,0,0.0,0.0,
